trans_hour,trans_day,trans_month,trans_year,category,age,trans_amount,state,zip,fraud_risk
23,13,1,2022,11,47,976.64,34,12460,1
23,13,1,2022,0,44,510.59,29,68869,1
23,13,1,2022,4,63,307.5,4,95148,1
23,13,1,2022,7,45,20.96,38,16314,1
23,13,1,2022,6,46,224.94,1,36617,1
23,13,1,2022,8,63,790.35,4,95148,1
23,13,1,2022,11,47,870.97,34,12460,1
23,13,1,2022,8,47,916.87,34,12460,1
23,13,1,2022,8,47,714.88,34,12460,1
23,13,1,2022,11,44,1065.43,29,68869,1
0,14,1,2022,8,46,813.73,1,36617,1
0,14,1,2022,0,30,417.97,34,11955,1
0,14,1,2022,4,63,306.81,4,95148,1
0,14,1,2022,2,63,12.57,4,95148,1
0,14,1,2022,4,83,324.87,29,68881,1
1,14,1,2022,4,36,325.86,42,37754,1
1,14,1,2022,3,83,16.44,29,68881,1
1,14,1,2022,4,63,277.53,4,95148,1
2,14,1,2022,9,30,8.56,34,11955,1
2,14,1,2022,4,36,328.57,42,37754,1
2,14,1,2022,3,83,13.2,29,68881,1
2,14,1,2022,4,46,377.28,1,36617,1
2,14,1,2022,9,46,7.24,1,36617,1
3,14,1,2022,9,30,8.54,34,11955,1
3,14,1,2022,8,25,801.35,27,28314,1
3,14,1,2022,0,30,549.13,34,11955,1
3,14,1,2022,1,30,96.57,34,11955,1
3,14,1,2022,8,25,746.43,27,28314,1
5,14,1,2022,12,46,747.46,1,36617,1
7,14,1,2022,0,46,522.21,1,36617,1
8,14,1,2022,3,83,12.95,29,68881,1
9,14,1,2022,2,46,10.72,1,36617,1
9,14,1,2022,2,63,8.25,4,95148,1
16,14,1,2022,12,83,839.35,29,68881,1
20,14,1,2022,10,30,22.22,34,11955,1
22,14,1,2022,5,30,21.47,34,11955,1
22,14,1,2022,11,25,1169.82,27,28314,1
22,14,1,2022,8,25,690.81,27,28314,1
22,14,1,2022,12,63,969.64,4,95148,1
22,14,1,2022,11,36,896.28,42,37754,1
22,14,1,2022,6,46,249.87,1,36617,1
23,14,1,2022,11,83,1034.21,29,68881,1
23,14,1,2022,1,83,121.62,29,68881,1
23,14,1,2022,11,36,964.77,42,37754,1
23,14,1,2022,13,46,10.2,1,36617,1
23,14,1,2022,7,25,20.63,27,28314,1
23,14,1,2022,7,30,22.91,34,11955,1
0,15,1,2022,2,58,18.33,15,47863,1
0,15,1,2022,4,25,297.74,27,28314,1
0,15,1,2022,12,30,727.13,34,11955,1
0,15,1,2022,4,36,310.15,42,37754,1
0,15,1,2022,1,30,118.23,34,11955,1
0,15,1,2022,3,62,10.7,21,4047,1
0,15,1,2022,4,58,305.14,15,47863,1
1,15,1,2022,3,83,15.05,29,68881,1
1,15,1,2022,2,58,19.36,15,47863,1
2,15,1,2022,4,25,328.58,27,28314,1
2,15,1,2022,4,62,326.68,21,4047,1
3,15,1,2022,4,25,331.43,27,28314,1
8,15,1,2022,4,30,331.2,34,11955,1
9,15,1,2022,3,62,15.25,21,4047,1
9,15,1,2022,8,25,760.83,27,28314,1
14,15,1,2022,11,62,990.43,21,4047,1
15,15,1,2022,11,58,905.28,15,47863,1
21,15,1,2022,12,62,936.13,21,4047,1
22,15,1,2022,13,25,10.29,27,28314,1
22,15,1,2022,4,62,308.33,21,4047,1
22,15,1,2022,11,36,1104.91,42,37754,1
22,15,1,2022,11,25,925.74,27,28314,1
22,15,1,2022,8,36,737.43,42,37754,1
22,15,1,2022,11,62,860.8,21,4047,1
22,15,1,2022,8,83,851.71,29,68881,1
22,15,1,2022,12,58,752.47,15,47863,1
22,15,1,2022,12,62,816.78,21,4047,1
23,15,1,2022,11,83,1124.01,29,68881,1
23,15,1,2022,7,30,19.52,34,11955,1
23,15,1,2022,8,62,773.75,21,4047,1
23,15,1,2022,11,83,1140.41,29,68881,1
23,15,1,2022,10,30,20.09,34,11955,1
23,15,1,2022,4,58,335.96,15,47863,1
23,15,1,2022,11,25,1062.87,27,28314,1
23,15,1,2022,11,58,1022.11,15,47863,1
23,15,1,2022,1,30,149.42,34,11955,1
0,16,1,2022,4,22,310.76,38,17051,1
1,16,1,2022,4,22,282.6,38,17051,1
1,16,1,2022,4,69,330.32,12,50535,1
3,16,1,2022,4,22,304.17,38,17051,1
3,16,1,2022,4,22,279.83,38,17051,1
3,16,1,2022,8,22,685.26,38,17051,1
7,16,1,2022,4,22,301.4,38,17051,1
9,16,1,2022,2,58,20.49,15,47863,1
15,16,1,2022,11,62,999.36,21,4047,1
16,16,1,2022,4,69,311.01,12,50535,1
22,16,1,2022,11,62,1095.21,21,4047,1
22,16,1,2022,12,69,793.22,12,50535,1
22,16,1,2022,8,62,719.14,21,4047,1
22,16,1,2022,11,22,1056.23,38,17051,1
22,16,1,2022,11,22,929.9,38,17051,1
23,16,1,2022,12,58,893.91,15,47863,1
23,16,1,2022,12,62,838.04,21,4047,1
23,16,1,2022,8,62,758.13,21,4047,1
23,16,1,2022,11,22,1125.31,38,17051,1
23,16,1,2022,7,62,6.01,21,4047,1
0,17,1,2022,4,22,322.84,38,17051,1
1,17,1,2022,4,22,314.68,38,17051,1
1,17,1,2022,9,31,795.59,44,84540,1
2,17,1,2022,4,22,324.1,38,17051,1
3,17,1,2022,4,22,311.83,38,17051,1
7,17,1,2022,4,22,314.78,38,17051,1
8,17,1,2022,2,31,9.79,44,84540,1
12,17,1,2022,11,22,925.94,38,17051,1
22,17,1,2022,9,48,50.96,41,57732,1
22,17,1,2022,11,22,980.06,38,17051,1
22,17,1,2022,6,31,187.35,44,84540,1
22,17,1,2022,0,31,564.34,44,84540,1
22,17,1,2022,11,48,1020.79,41,57732,1
22,17,1,2022,12,48,986.65,41,57732,1
23,17,1,2022,8,48,907.81,41,57732,1
23,17,1,2022,4,69,347.53,12,50535,1
0,18,1,2022,11,31,978.96,44,84540,1
3,18,1,2022,11,31,849.79,44,84540,1
3,18,1,2022,11,31,955.4,44,84540,1
4,18,1,2022,2,48,17.9,41,57732,1
7,18,1,2022,4,21,319.37,40,29438,1
14,18,1,2022,10,48,48.14,41,57732,1
14,18,1,2022,10,31,21.54,44,84540,1
22,18,1,2022,0,31,528.98,44,84540,1
22,18,1,2022,10,31,21.23,44,84540,1
22,18,1,2022,12,48,768.58,41,57732,1
22,18,1,2022,1,48,106.22,41,57732,1
22,18,1,2022,11,21,1135.27,40,29438,1
23,18,1,2022,10,48,51.49,41,57732,1
23,18,1,2022,13,31,9.33,44,84540,1
23,18,1,2022,12,21,1334.07,40,29438,1
23,18,1,2022,7,48,6.06,41,57732,1
23,18,1,2022,0,31,386.91,44,84540,1
23,18,1,2022,7,48,7.57,41,57732,1
23,18,1,2022,10,21,16.75,40,29438,1
23,18,1,2022,11,21,799.88,40,29438,1
0,19,1,2022,2,21,10.87,40,29438,1
0,19,1,2022,4,58,299.07,22,48371,1
1,19,1,2022,4,21,343.75,40,29438,1
1,19,1,2022,4,21,311.14,40,29438,1
3,19,1,2022,4,58,294.63,22,48371,1
3,19,1,2022,4,79,316.09,45,23666,1
7,19,1,2022,2,79,15.27,45,23666,1
12,19,1,2022,6,47,229.57,34,10962,1
16,19,1,2022,13,79,9.5,45,23666,1
22,19,1,2022,11,79,1073.35,45,23666,1
22,19,1,2022,8,63,792.26,28,58651,1
22,19,1,2022,11,63,878.33,28,58651,1
22,19,1,2022,11,59,911.04,22,48371,1
23,19,1,2022,10,47,23.71,34,10962,1
23,19,1,2022,4,79,311.41,45,23666,1
23,19,1,2022,8,21,688.75,40,29438,1
23,19,1,2022,11,21,944.46,40,29438,1
23,19,1,2022,6,47,238.27,34,10962,1
23,19,1,2022,12,59,939.35,22,48371,1
23,19,1,2022,1,47,92.79,34,10962,1
23,19,1,2022,11,79,1134.36,45,23666,1
0,20,1,2022,2,63,17.34,28,58651,1
0,20,1,2022,4,63,294.85,28,58651,1
1,20,1,2022,0,47,493.5,34,10962,1
2,20,1,2022,4,47,348.74,34,10962,1
2,20,1,2022,4,79,300.05,45,23666,1
3,20,1,2022,9,47,7.01,34,10962,1
3,20,1,2022,11,47,1065.87,34,10962,1
3,20,1,2022,4,59,271.91,22,48371,1
6,20,1,2022,4,79,275.15,45,23666,1
9,20,1,2022,2,59,9.44,22,48371,1
11,20,1,2022,8,47,861.36,34,10962,1
17,20,1,2022,11,79,1027.34,45,23666,1
19,20,1,2022,11,59,1191.47,22,48371,1
21,20,1,2022,12,59,927.58,22,48371,1
21,20,1,2022,11,59,997.62,22,48371,1
22,20,1,2022,6,47,261.01,34,10962,1
22,20,1,2022,12,59,865.06,22,48371,1
22,20,1,2022,6,47,275.71,34,10962,1
23,20,1,2022,11,59,904.58,22,48371,1
23,20,1,2022,11,59,1014.54,22,48371,1
23,20,1,2022,11,79,1049.71,45,23666,1
23,20,1,2022,11,63,994.37,28,58651,1
23,20,1,2022,8,79,806.77,45,23666,1
23,20,1,2022,11,63,1043.2,28,58651,1
23,20,1,2022,12,79,1117.82,45,23666,1
2,21,1,2022,2,22,9.18,35,45150,1
3,21,1,2022,4,22,311.58,35,45150,1
3,21,1,2022,8,22,729.1,35,45150,1
7,21,1,2022,2,22,10.34,35,45150,1
13,21,1,2022,4,51,320.59,17,40170,1
15,21,1,2022,11,51,917.52,17,40170,1
22,21,1,2022,12,22,1009.62,35,45150,1
22,21,1,2022,10,51,50.66,17,40170,1
22,21,1,2022,12,22,797.87,35,45150,1
22,21,1,2022,11,22,1122.38,35,45150,1
22,21,1,2022,11,22,1002.29,35,45150,1
23,21,1,2022,12,22,704.6,35,45150,1
23,21,1,2022,12,22,810.35,35,45150,1
23,21,1,2022,12,22,867.76,35,45150,1
23,21,1,2022,8,51,767.97,17,40170,1
23,21,1,2022,13,22,9.69,35,45150,1
23,21,1,2022,11,51,1058.68,17,40170,1
0,22,1,2022,4,22,301.8,35,45150,1
0,22,1,2022,9,32,6.83,9,33872,1
1,22,1,2022,1,32,109.69,9,33872,1
2,22,1,2022,12,32,746.76,9,33872,1
3,22,1,2022,11,32,1155.71,9,33872,1
3,22,1,2022,12,32,885.64,9,33872,1
3,22,1,2022,12,32,771.55,9,33872,1
7,22,1,2022,4,22,293.52,35,45150,1
9,22,1,2022,2,51,19.43,17,40170,1
10,22,1,2022,12,32,913.75,9,33872,1
10,22,1,2022,9,32,8.63,9,33872,1
21,22,1,2022,11,51,1036.56,17,40170,1
22,22,1,2022,11,51,990.45,17,40170,1
22,22,1,2022,13,32,10.68,9,33872,1
22,22,1,2022,4,51,330.24,17,40170,1
23,22,1,2022,10,32,17.52,9,33872,1
23,22,1,2022,7,32,21.12,9,33872,1
23,22,1,2022,7,32,16.1,9,33872,1
23,22,1,2022,11,51,938.82,17,40170,1
23,22,1,2022,11,22,1182.65,35,45150,1
23,22,1,2022,11,22,1115.06,35,45150,1
2,23,1,2022,12,32,706.66,9,33872,1
3,23,1,2022,11,32,1079.64,9,33872,1
3,24,1,2022,4,18,317.62,48,54980,1
4,24,1,2022,4,18,316.88,48,54980,1
17,24,1,2022,11,18,980.77,48,54980,1
23,24,1,2022,7,18,15.68,48,54980,1
0,25,1,2022,2,18,10.64,48,54980,1
1,25,1,2022,2,18,10.02,48,54980,1
22,25,1,2022,7,18,19.05,48,54980,1
22,25,1,2022,12,18,1172.01,48,54980,1
23,25,1,2022,11,18,1075.29,48,54980,1
23,25,1,2022,8,18,775.1,48,54980,1
1,27,1,2022,4,26,329.83,4,92267,1
1,27,1,2022,2,47,9.89,14,62935,1
2,27,1,2022,4,47,369.0,14,62935,1
2,27,1,2022,9,47,919.58,14,62935,1
2,27,1,2022,4,79,310.76,35,43160,1
3,27,1,2022,12,47,740.2,14,62935,1
4,27,1,2022,4,26,298.01,4,92267,1
13,27,1,2022,12,47,744.69,14,62935,1
13,27,1,2022,8,79,761.3,35,43160,1
19,27,1,2022,11,79,999.18,35,43160,1
20,27,1,2022,4,79,317.2,35,43160,1
22,27,1,2022,8,26,1043.38,4,92267,1
22,27,1,2022,11,26,1189.69,4,92267,1
22,27,1,2022,0,47,609.41,14,62935,1
23,27,1,2022,5,47,21.26,14,62935,1
23,27,1,2022,4,26,289.8,4,92267,1
23,27,1,2022,12,26,795.01,4,92267,1
23,27,1,2022,12,47,999.45,14,62935,1
23,27,1,2022,5,47,21.47,14,62935,1
0,28,1,2022,4,26,296.87,4,92267,1
1,28,1,2022,4,26,294.02,4,92267,1
2,28,1,2022,4,31,295.07,4,92101,1
3,28,1,2022,4,26,321.49,4,92267,1
3,28,1,2022,4,79,314.86,35,43160,1
3,28,1,2022,4,31,276.99,4,92101,1
5,28,1,2022,4,31,306.2,4,92101,1
8,28,1,2022,4,31,290.89,4,92101,1
14,28,1,2022,12,79,1004.83,35,43160,1
22,28,1,2022,10,79,21.73,35,43160,1
22,28,1,2022,11,31,1005.31,4,92101,1
22,28,1,2022,4,26,287.42,4,92267,1
23,28,1,2022,11,31,1058.01,4,92101,1
23,28,1,2022,8,79,658.54,35,43160,1
23,28,1,2022,11,31,1037.0,4,92101,1
0,29,1,2022,2,35,13.2,36,73559,1
0,29,1,2022,9,35,726.63,36,73559,1
0,29,1,2022,3,56,11.33,43,77027,1
0,29,1,2022,9,35,814.83,36,73559,1
1,29,1,2022,8,21,775.67,27,28033,1
1,29,1,2022,4,56,287.0,43,77027,1
1,29,1,2022,4,31,285.88,4,92101,1
1,29,1,2022,8,31,731.6,4,92101,1
2,29,1,2022,2,21,10.57,27,28033,1
2,29,1,2022,2,56,9.02,43,77027,1
3,29,1,2022,4,31,326.94,4,92101,1
4,29,1,2022,2,21,8.27,27,28033,1
13,29,1,2022,12,56,865.48,43,77027,1
22,29,1,2022,10,35,18.08,36,73559,1
22,29,1,2022,8,56,666.7,43,77027,1
22,29,1,2022,11,56,947.47,43,77027,1
22,29,1,2022,11,21,1006.51,27,28033,1
23,29,1,2022,7,35,16.33,36,73559,1
23,29,1,2022,11,21,930.92,27,28033,1
23,29,1,2022,12,31,715.29,4,92101,1
23,29,1,2022,0,35,495.2,36,73559,1
23,29,1,2022,8,56,808.25,43,77027,1
23,29,1,2022,13,35,9.42,36,73559,1
0,30,1,2022,2,21,12.34,27,28033,1
0,30,1,2022,12,29,986.53,24,64019,1
1,30,1,2022,11,29,1041.76,24,64019,1
1,30,1,2022,4,21,270.28,27,28033,1
1,30,1,2022,4,32,325.7,7,20036,1
2,30,1,2022,12,32,649.14,7,20036,1
2,30,1,2022,8,29,857.67,24,64019,1
14,30,1,2022,6,32,282.39,7,20036,1
16,30,1,2022,12,46,881.11,38,15920,1
19,30,1,2022,7,46,22.95,38,15920,1
22,30,1,2022,13,21,8.84,27,28033,1
22,30,1,2022,6,29,241.08,24,64019,1
22,30,1,2022,7,29,19.77,24,64019,1
22,30,1,2022,1,32,138.51,7,20036,1
22,30,1,2022,10,35,19.69,36,73559,1
23,30,1,2022,0,29,540.67,24,64019,1
23,30,1,2022,7,32,18.47,7,20036,1
23,30,1,2022,11,35,1024.66,9,32044,1
23,30,1,2022,12,35,801.76,9,32044,1
23,30,1,2022,9,35,7.32,9,32044,1
0,31,1,2022,12,32,972.51,7,20036,1
0,31,1,2022,12,29,868.34,24,64019,1
0,31,1,2022,11,46,921.24,38,15920,1
1,31,1,2022,12,46,1090.67,38,15920,1
1,31,1,2022,11,46,1043.59,38,15920,1
2,31,1,2022,8,32,769.13,7,20036,1
2,31,1,2022,4,48,291.92,4,95688,1
2,31,1,2022,2,46,12.41,38,15920,1
2,31,1,2022,4,29,290.2,24,64019,1
3,31,1,2022,2,35,11.68,9,32044,1
3,31,1,2022,9,46,741.98,38,15920,1
12,31,1,2022,7,46,21.93,38,15920,1
16,31,1,2022,9,61,8.94,35,44483,1
17,31,1,2022,8,48,820.25,4,95688,1
22,31,1,2022,11,48,1084.55,4,95688,1
22,31,1,2022,10,35,21.49,9,32044,1
22,31,1,2022,1,32,101.13,7,20036,1
22,31,1,2022,7,46,22.35,38,15920,1
22,31,1,2022,8,35,906.8,9,32044,1
22,31,1,2022,0,29,424.38,24,64019,1
23,31,1,2022,12,61,1008.53,35,44483,1
23,31,1,2022,0,29,474.24,24,64019,1
23,31,1,2022,6,32,281.8,7,20036,1
23,31,1,2022,8,61,772.48,35,44483,1
23,31,1,2022,4,35,301.44,9,32044,1
23,31,1,2022,7,29,20.21,24,64019,1
23,31,1,2022,6,32,271.41,7,20036,1
23,31,1,2022,9,48,8.57,4,95688,1
23,31,1,2022,7,35,19.34,9,32044,1
23,31,1,2022,8,61,1024.58,35,44483,1
23,31,1,2022,12,46,1129.56,38,15920,1
23,31,1,2022,1,46,116.45,38,15920,1
1,2,1,2022,2,48,9.17,4,95688,1
1,2,1,2022,12,41,891.41,23,56117,1
1,2,1,2022,9,41,840.58,23,56117,1
1,2,1,2022,12,41,791.99,23,56117,1
1,2,1,2022,4,61,303.8,35,44483,1
1,2,1,2022,4,28,280.48,38,15480,1
2,2,1,2022,4,61,280.66,35,44483,1
2,2,1,2022,3,61,13.13,35,44483,1
2,2,1,2022,2,41,11.1,23,56117,1
3,2,1,2022,4,48,259.96,4,95688,1
18,2,1,2022,5,41,19.69,23,56117,1
19,2,1,2022,7,41,21.23,23,56117,1
22,2,1,2022,7,41,22.48,23,56117,1
22,2,1,2022,10,41,21.61,23,56117,1
22,2,1,2022,4,28,294.65,38,15480,1
22,2,1,2022,11,61,1062.15,35,44483,1
23,2,1,2022,12,61,965.64,35,44483,1
23,2,1,2022,8,61,938.73,35,44483,1
23,2,1,2022,10,41,19.54,23,56117,1
23,2,1,2022,10,48,19.83,4,95688,1
0,2,2,2022,9,29,834.58,28,58569,1
1,2,2,2022,8,41,716.13,23,56117,1
1,2,2,2022,8,29,831.58,28,58569,1
2,2,2,2022,4,75,327.71,18,70447,1
2,2,2,2022,2,75,14.1,18,70447,1
2,2,2,2022,11,41,1097.35,23,56117,1
2,2,2,2022,4,75,310.94,18,70447,1
3,2,2,2022,2,28,6.5,38,15480,1
3,2,2,2022,12,29,1025.62,28,58569,1
14,2,2,2022,11,28,1000.9,38,15480,1
14,2,2,2022,11,75,924.76,18,70447,1
19,2,2,2022,11,28,997.56,38,15480,1
21,2,2,2022,10,28,21.58,38,15480,1
22,2,2,2022,13,75,9.4,18,70447,1
22,2,2,2022,11,28,917.19,38,15480,1
22,2,2,2022,11,28,1097.76,38,15480,1
23,2,2,2022,11,28,955.85,38,15480,1
23,2,2,2022,11,75,981.32,18,70447,1
23,2,2,2022,12,29,831.73,28,58569,1
23,2,2,2022,5,41,19.8,23,56117,1
23,2,2,2022,4,28,295.4,38,15480,1
23,2,2,2022,5,29,20.13,28,58569,1
0,2,3,2022,11,29,1103.76,28,58569,1
0,2,3,2022,4,48,301.32,43,78040,1
1,2,3,2022,4,48,290.99,43,78040,1
1,2,3,2022,12,29,922.1,28,58569,1
2,2,3,2022,11,29,969.63,28,58569,1
2,2,3,2022,12,29,1034.8,28,58569,1
2,2,3,2022,4,38,293.95,43,79063,1
3,2,3,2022,12,29,905.96,28,58569,1
9,2,3,2022,4,48,315.56,43,78040,1
9,2,3,2022,4,38,307.64,43,79063,1
20,2,3,2022,11,75,970.33,18,70447,1
22,2,3,2022,11,75,1052.65,18,70447,1
22,2,3,2022,11,75,939.08,18,70447,1
22,2,3,2022,8,38,648.99,43,79063,1
22,2,3,2022,4,38,287.51,43,79063,1
22,2,3,2022,5,29,18.05,28,58569,1
23,2,3,2022,11,38,1146.99,43,79063,1
23,2,3,2022,11,75,897.11,18,70447,1
23,2,3,2022,12,75,802.49,18,70447,1
0,2,4,2022,8,48,608.15,43,78040,1
0,2,4,2022,4,48,292.74,43,78040,1
1,2,4,2022,4,48,292.88,43,78040,1
1,2,4,2022,2,48,13.08,43,78040,1
2,2,4,2022,2,38,10.47,43,79063,1
6,2,4,2022,4,38,309.74,43,79063,1
13,2,4,2022,10,38,20.12,43,79063,1
18,2,4,2022,11,38,925.74,43,79063,1
21,2,4,2022,12,38,860.18,43,79063,1
22,2,4,2022,8,38,644.3,43,79063,1
22,2,4,2022,4,38,290.79,43,79063,1
22,2,4,2022,4,38,297.47,43,79063,1
23,2,4,2022,6,38,248.8,43,79063,1
0,2,6,2022,4,60,269.86,34,14510,1
1,2,6,2022,4,66,319.18,14,62266,1
1,2,6,2022,2,60,11.77,34,14510,1
3,2,6,2022,4,52,343.39,17,40820,1
3,2,6,2022,4,66,308.55,14,62266,1
12,2,6,2022,11,60,1084.7,34,14510,1
14,2,6,2022,12,66,923.4,14,62266,1
16,2,6,2022,11,66,994.77,14,62266,1
22,2,6,2022,12,66,776.09,14,62266,1
22,2,6,2022,8,60,732.82,34,14510,1
22,2,6,2022,12,66,876.03,14,62266,1
23,2,6,2022,12,60,760.51,34,14510,1
23,2,6,2022,8,52,927.45,17,40820,1
23,2,6,2022,8,60,1049.84,34,14510,1
0,2,7,2022,2,60,13.28,34,14510,1
0,2,7,2022,4,33,314.79,48,54559,1
1,2,7,2022,3,66,15.99,14,62266,1
1,2,7,2022,4,66,312.03,14,62266,1
2,2,7,2022,4,33,291.74,48,54559,1
6,2,7,2022,4,58,304.08,37,97850,1
10,2,7,2022,4,33,330.19,48,54559,1
14,2,7,2022,12,52,768.32,17,40820,1
14,2,7,2022,12,89,954.22,40,29170,1
16,2,7,2022,11,58,1105.42,37,97850,1
17,2,7,2022,11,66,901.63,14,62266,1
17,2,7,2022,6,52,392.42,17,40820,1
19,2,7,2022,12,33,713.69,48,54559,1
20,2,7,2022,12,60,1020.32,34,14510,1
22,2,7,2022,11,66,1059.29,14,62266,1
22,2,7,2022,12,66,900.39,14,62266,1
22,2,7,2022,4,58,257.63,37,97850,1
22,2,7,2022,8,60,758.79,34,14510,1
22,2,7,2022,11,58,942.0,37,97850,1
22,2,7,2022,8,33,778.7,48,54559,1
22,2,7,2022,8,89,917.89,40,29170,1
22,2,7,2022,8,66,721.96,14,62266,1
22,2,7,2022,4,52,322.77,17,40820,1
22,2,7,2022,10,66,50.12,14,62266,1
22,2,7,2022,11,66,1286.27,14,62266,1
23,2,7,2022,8,58,768.0,37,97850,1
23,2,7,2022,4,60,309.02,4,94569,1
23,2,7,2022,8,89,855.73,40,29170,1
23,2,7,2022,13,44,9.9,24,64659,1
23,2,7,2022,11,60,992.8,34,14510,1
23,2,7,2022,11,58,935.13,37,97850,1
23,2,7,2022,11,58,1096.03,37,97850,1
23,2,7,2022,11,89,1139.52,40,29170,1
23,2,7,2022,8,44,719.82,24,64659,1
23,2,7,2022,4,52,333.47,17,40820,1
0,2,8,2022,2,44,6.79,24,64659,1
0,2,8,2022,2,33,8.0,48,54559,1
0,2,8,2022,4,44,290.65,24,64659,1
1,2,8,2022,4,33,317.81,48,54559,1
1,2,8,2022,4,80,282.12,34,12222,1
1,2,8,2022,2,33,11.95,48,54559,1
1,2,8,2022,2,58,9.91,37,97850,1
1,2,8,2022,4,80,289.27,34,12222,1
1,2,8,2022,2,80,8.31,34,12222,1
2,2,8,2022,2,89,10.25,40,29170,1
3,2,8,2022,4,80,271.04,34,12222,1
3,2,8,2022,4,60,311.48,4,94569,1
5,2,8,2022,2,44,9.13,24,64659,1
7,2,8,2022,4,58,257.47,37,97850,1
9,2,8,2022,4,33,299.18,48,54559,1
13,2,8,2022,11,60,880.19,4,94569,1
15,2,8,2022,11,80,1016.64,34,12222,1
19,2,8,2022,8,80,702.32,34,12222,1
22,2,8,2022,8,44,696.29,24,64659,1
22,2,8,2022,8,89,883.32,40,29170,1
22,2,8,2022,11,80,942.03,34,12222,1
22,2,8,2022,11,89,929.06,40,29170,1
22,2,8,2022,8,33,836.07,48,54559,1
22,2,8,2022,12,58,957.09,37,97850,1
22,2,8,2022,4,33,297.76,48,54559,1
23,2,8,2022,11,58,1016.26,37,97850,1
23,2,8,2022,4,44,289.74,24,64659,1
23,2,8,2022,10,60,45.24,4,94569,1
23,2,8,2022,11,44,900.06,24,64659,1
23,2,8,2022,11,58,1140.72,37,97850,1
23,2,8,2022,8,60,786.4,4,94569,1
23,2,8,2022,9,33,7.72,48,54559,1
23,2,8,2022,11,89,892.68,40,29170,1
23,2,8,2022,11,89,848.89,40,29170,1
1,2,9,2022,2,50,11.98,34,11944,1
1,2,9,2022,4,80,288.97,34,12222,1
19,2,9,2022,12,50,927.18,34,11944,1
22,2,9,2022,11,50,1036.91,34,11944,1
22,2,9,2022,8,80,802.15,34,12222,1
22,2,9,2022,12,50,960.0,34,11944,1
23,2,9,2022,8,50,776.27,34,11944,1
3,2,10,2022,4,50,312.48,34,11944,1
22,2,10,2022,11,50,985.29,34,11944,1
23,2,10,2022,8,50,616.23,34,11944,1
23,2,10,2022,11,50,980.79,34,11944,1
23,2,10,2022,8,50,716.52,34,11944,1
0,2,11,2022,2,21,9.76,38,18103,1
1,2,11,2022,4,21,283.62,38,18103,1
1,2,11,2022,4,46,289.12,50,82711,1
2,2,11,2022,8,21,959.53,38,18103,1
2,2,11,2022,4,46,325.35,50,82711,1
3,2,11,2022,4,46,280.64,50,82711,1
22,2,11,2022,6,36,259.17,27,28405,1
22,2,11,2022,8,46,828.73,50,82711,1
22,2,11,2022,11,46,853.8,50,82711,1
23,2,11,2022,0,21,468.05,38,18103,1
23,2,11,2022,12,21,788.62,38,18103,1
23,2,11,2022,11,21,1131.32,38,18103,1
0,2,12,2022,4,23,284.58,14,62896,1
0,2,12,2022,4,46,295.85,50,82711,1
0,2,12,2022,8,18,911.75,23,55606,1
0,2,12,2022,4,75,301.63,42,37411,1
0,2,12,2022,4,21,286.63,38,18103,1
1,2,12,2022,4,54,348.01,37,97452,1
1,2,12,2022,8,23,893.06,14,62896,1
2,2,12,2022,2,23,10.3,14,62896,1
2,2,12,2022,3,54,16.73,37,97452,1
2,2,12,2022,4,75,314.25,42,37411,1
2,2,12,2022,2,18,10.42,23,55606,1
3,2,12,2022,4,18,302.22,23,55606,1
3,2,12,2022,4,23,288.7,14,62896,1
3,2,12,2022,4,23,297.4,14,62896,1
5,2,12,2022,4,18,306.23,23,55606,1
5,2,12,2022,2,18,8.45,23,55606,1
6,2,12,2022,8,23,719.27,14,62896,1
10,2,12,2022,4,54,309.35,37,97452,1
16,2,12,2022,1,46,123.61,50,82711,1
18,2,12,2022,8,54,763.2,37,97452,1
22,2,12,2022,9,21,9.39,38,18103,1
22,2,12,2022,11,18,805.81,23,55606,1
22,2,12,2022,8,46,935.83,50,82711,1
22,2,12,2022,11,23,968.46,14,62896,1
22,2,12,2022,12,46,912.51,50,82711,1
22,2,12,2022,0,54,615.49,37,97452,1
22,2,12,2022,8,75,865.3,42,37411,1
22,2,12,2022,11,18,1089.43,23,55606,1
22,2,12,2022,8,75,800.9,42,37411,1
22,2,12,2022,11,18,937.62,23,55606,1
22,2,12,2022,11,21,972.69,38,18103,1
22,2,12,2022,12,75,1030.21,42,37411,1
22,2,12,2022,11,18,891.97,23,55606,1
23,2,12,2022,9,23,8.37,14,62896,1
23,2,12,2022,11,54,1073.84,37,97452,1
23,2,12,2022,10,36,20.98,27,28405,1
23,2,12,2022,11,54,920.07,37,97452,1
23,2,12,2022,8,54,803.95,37,97452,1
23,2,12,2022,8,75,901.62,42,37411,1
23,2,12,2022,4,54,362.56,37,97452,1
23,2,12,2022,12,54,787.51,37,97452,1
23,2,12,2022,7,18,20.54,23,55606,1
23,2,12,2022,12,18,1200.74,23,55606,1
23,2,12,2022,9,18,8.24,23,55606,1
0,13,2,2022,4,53,297.37,37,97452,1
2,13,2,2022,4,53,348.36,37,97452,1
2,13,2,2022,4,53,357.5,37,97452,1
3,13,2,2022,4,22,336.15,14,62896,1
9,13,2,2022,4,22,285.18,14,62896,1
14,13,2,2022,11,17,1078.8,23,55606,1
14,13,2,2022,8,17,881.13,23,55606,1
15,13,2,2022,11,17,1002.04,23,55606,1
18,13,2,2022,6,17,228.96,23,55606,1
